id,age,job,marital,education
1552,47,blue-collar,married,primary
1553,48,technician,divorced,tertiary
1554,35,technician,divorced,secondary
1555,42,self-employed,married,secondary
1556,43,management,divorced,tertiary
1557,40,services,single,secondary
1558,36,services,married,secondary
1559,39,management,married,tertiary
1560,32,blue-collar,divorced,primary
1561,44,management,divorced,tertiary
1562,43,technician,divorced,secondary
1563,53,self-employed,married,secondary
1564,41,services,married,secondary
1565,53,management,married,tertiary
1566,31,unemployed,married,primary
1567,51,blue-collar,married,primary
1568,32,blue-collar,married,secondary
1569,52,blue-collar,married,secondary
1570,41,management,married,primary
1571,30,management,single,tertiary
1572,32,management,single,tertiary
1573,31,blue-collar,married,primary
1574,38,blue-collar,married,secondary
1575,44,blue-collar,married,secondary
1576,36,blue-collar,married,secondary
1577,34,admin.,married,tertiary
1578,40,admin.,married,secondary
1579,41,blue-collar,married,primary
1580,56,technician,divorced,secondary
1581,39,blue-collar,married,primary
1582,34,blue-collar,married,primary
1583,41,blue-collar,single,secondary
1584,39,management,single,tertiary
1585,33,admin.,married,secondary
1586,52,management,divorced,secondary
1587,26,management,single,tertiary
1588,54,unemployed,married,secondary
1589,30,technician,married,unknown
1590,35,management,married,tertiary
1591,47,technician,divorced,secondary
1592,53,blue-collar,divorced,secondary
1593,29,blue-collar,single,secondary
1594,36,technician,married,tertiary
1595,35,management,married,tertiary
1596,43,blue-collar,married,secondary
1597,38,blue-collar,married,primary
1598,39,blue-collar,married,secondary
1599,58,management,married,secondary
1600,33,services,married,secondary
1601,60,blue-collar,married,primary
1602,45,admin.,married,secondary
1603,39,blue-collar,married,primary
1604,35,management,married,tertiary
1605,41,blue-collar,married,primary
1606,40,services,married,primary
1607,33,services,married,secondary
1608,32,admin.,divorced,secondary
1609,44,management,married,secondary
1610,34,management,single,tertiary
1611,29,services,single,secondary
1612,49,blue-collar,married,primary
1613,31,blue-collar,married,secondary
1614,47,admin.,divorced,secondary
1615,34,blue-collar,married,primary
1616,32,management,single,tertiary
1617,32,admin.,single,tertiary
1618,56,technician,single,primary
1619,28,technician,single,secondary
1620,35,technician,single,secondary
1621,52,self-employed,single,tertiary
1622,35,technician,married,secondary
1623,32,blue-collar,married,secondary
1624,42,management,divorced,secondary
1625,51,blue-collar,single,primary
1626,47,blue-collar,married,secondary
1627,34,services,married,secondary
1628,45,admin.,married,secondary
1629,31,technician,divorced,secondary
1630,40,blue-collar,married,primary
1631,53,entrepreneur,married,secondary
1632,44,technician,single,secondary
1633,49,blue-collar,married,primary
1634,47,services,married,secondary
1635,31,blue-collar,married,primary
1636,45,admin.,single,secondary
1637,30,blue-collar,married,primary
1638,40,blue-collar,divorced,primary
1639,27,admin.,single,unknown
1640,28,admin.,married,secondary
1641,28,admin.,single,tertiary
1642,44,blue-collar,married,secondary
1643,35,management,married,tertiary
1644,29,blue-collar,married,secondary
1645,33,blue-collar,divorced,primary
1646,32,blue-collar,married,secondary
1647,35,blue-collar,single,secondary
1648,31,technician,single,tertiary
1649,36,technician,single,secondary
1650,41,technician,married,secondary
1651,35,blue-collar,married,secondary
1652,40,blue-collar,married,secondary
1653,42,blue-collar,married,secondary
1654,34,technician,single,tertiary
1655,41,technician,single,secondary
1656,43,blue-collar,divorced,primary
1657,37,management,married,tertiary
1658,26,blue-collar,single,secondary
1659,32,housemaid,married,primary
1660,51,blue-collar,married,secondary
1661,38,blue-collar,single,secondary
1662,51,unemployed,divorced,secondary
1663,49,services,divorced,secondary
1664,31,housemaid,married,secondary
1665,33,blue-collar,married,primary
1666,30,admin.,single,unknown
1667,33,technician,married,secondary
1668,41,unemployed,married,secondary
1669,37,blue-collar,married,secondary
1670,33,blue-collar,married,primary
1671,32,services,married,secondary
1672,46,technician,married,secondary
1673,34,management,single,tertiary
1674,32,blue-collar,married,primary
1675,43,blue-collar,single,secondary
1676,28,blue-collar,married,secondary
1677,46,technician,divorced,tertiary
1678,52,services,divorced,primary
1679,34,blue-collar,married,secondary
1680,27,technician,divorced,secondary
1681,32,technician,single,tertiary
1682,37,blue-collar,single,secondary
1683,29,management,married,tertiary
1684,40,housemaid,divorced,secondary
1685,47,technician,married,primary
1686,34,blue-collar,married,secondary
1687,25,admin.,single,secondary
1688,30,management,married,tertiary
1689,31,admin.,married,secondary
1690,35,blue-collar,married,secondary
1691,32,blue-collar,divorced,secondary
1692,28,blue-collar,single,secondary
1693,27,services,single,secondary
1694,37,blue-collar,married,primary
1695,35,blue-collar,single,primary
1696,34,blue-collar,married,primary
1697,31,admin.,married,secondary
1698,36,management,divorced,tertiary
1699,38,technician,married,secondary
1700,25,services,married,secondary
1701,51,management,single,tertiary
1702,26,blue-collar,single,secondary
1703,40,retired,married,tertiary
1704,26,services,single,secondary
1705,36,services,married,secondary
1706,59,blue-collar,married,secondary
1707,26,blue-collar,single,secondary
1708,49,self-employed,married,tertiary
1709,33,blue-collar,married,primary
1710,31,blue-collar,married,secondary
1711,59,management,single,secondary
1712,38,entrepreneur,married,secondary
1713,37,services,single,secondary
1714,31,unemployed,single,tertiary
1715,54,retired,married,secondary
1716,41,blue-collar,married,primary
1717,44,management,married,tertiary
1718,28,admin.,single,secondary
1719,22,student,single,secondary
1720,31,blue-collar,married,primary
1721,36,services,married,secondary
1722,37,admin.,divorced,secondary
1723,54,admin.,married,secondary
1724,28,management,single,tertiary
1725,42,blue-collar,married,primary
1726,35,technician,single,tertiary
1727,29,admin.,married,secondary
1728,59,blue-collar,single,primary
1729,46,blue-collar,married,secondary
1730,32,self-employed,single,secondary
1731,43,management,divorced,tertiary
1732,41,blue-collar,married,primary
1733,31,admin.,married,secondary
1734,26,services,single,secondary
1735,29,blue-collar,married,primary
1736,31,services,married,secondary
1737,37,blue-collar,divorced,secondary
1738,35,technician,married,secondary
1739,31,technician,single,tertiary
1740,30,blue-collar,married,secondary
1741,29,blue-collar,single,primary
1742,29,admin.,divorced,secondary
1743,39,blue-collar,single,secondary
1744,31,blue-collar,single,secondary
1745,27,management,single,tertiary
1746,22,admin.,single,secondary
1747,31,management,single,secondary
1748,39,blue-collar,single,secondary
1749,25,admin.,single,secondary
1750,27,self-employed,single,secondary
1751,28,technician,single,tertiary
1752,31,unemployed,married,primary
1753,46,technician,divorced,secondary
1754,37,blue-collar,married,secondary
1755,27,services,single,secondary
1756,34,unemployed,divorced,secondary
1757,30,technician,single,secondary
1758,23,student,single,secondary
1759,33,technician,divorced,secondary
1760,43,admin.,married,secondary
1761,50,blue-collar,married,primary
1762,31,technician,married,secondary
1763,32,blue-collar,single,secondary
1764,32,admin.,single,secondary
1765,37,technician,divorced,secondary
1766,60,management,divorced,unknown
1767,47,blue-collar,divorced,secondary
1768,32,blue-collar,married,secondary
1769,34,services,married,secondary
1770,36,blue-collar,divorced,unknown
1771,28,services,single,secondary
1772,31,services,divorced,secondary
1773,43,housemaid,married,primary
1774,32,unemployed,single,secondary
1775,31,services,married,secondary
1776,56,admin.,married,primary
1777,34,management,single,tertiary
1778,46,technician,single,secondary
1779,27,admin.,single,secondary
1780,33,blue-collar,married,secondary
1781,35,blue-collar,married,primary
1782,29,management,single,tertiary
1783,39,management,married,tertiary
1784,48,blue-collar,married,secondary
1785,58,blue-collar,married,primary
1786,36,blue-collar,married,secondary
1787,33,blue-collar,married,primary
1788,32,management,married,tertiary
1789,32,entrepreneur,single,tertiary
1790,31,admin.,married,secondary
1791,30,blue-collar,single,primary
1792,30,management,single,tertiary
1793,40,blue-collar,married,primary
1794,35,blue-collar,married,primary
1795,42,blue-collar,married,primary
1796,60,technician,married,primary
1797,28,services,single,secondary
1798,29,admin.,single,secondary
1799,33,unemployed,married,secondary
1800,23,services,single,secondary
1801,34,blue-collar,married,primary
1802,29,services,single,secondary
1803,32,blue-collar,single,secondary
1804,55,services,married,secondary
1805,39,retired,single,primary
1806,37,admin.,single,secondary
1807,26,blue-collar,single,secondary
1808,35,management,divorced,tertiary
1809,26,management,single,tertiary
1810,34,technician,single,tertiary
1811,55,blue-collar,married,primary
1812,39,services,married,secondary
1813,27,student,married,tertiary
1814,30,entrepreneur,single,secondary
1815,28,management,single,unknown
1816,33,blue-collar,single,secondary
1817,43,management,married,tertiary
1818,50,services,married,tertiary
1819,26,blue-collar,single,primary
1820,33,blue-collar,married,secondary
1821,47,blue-collar,married,primary
1822,33,management,single,secondary
1823,34,blue-collar,married,secondary
1824,33,blue-collar,single,secondary
1825,23,student,single,secondary
1826,29,self-employed,single,tertiary
1827,33,blue-collar,married,secondary
1828,41,management,married,unknown
1829,27,blue-collar,single,secondary
1830,34,blue-collar,single,secondary
1831,53,management,married,secondary
1832,34,management,single,secondary
1833,40,blue-collar,married,secondary
1834,27,blue-collar,married,tertiary
1835,33,services,married,tertiary
1836,40,technician,single,secondary
1837,21,student,single,secondary
1838,31,blue-collar,married,secondary
1839,51,blue-collar,married,secondary
1840,26,technician,single,secondary
1841,26,management,married,primary
1842,32,admin.,single,secondary
1843,31,blue-collar,married,secondary
1844,27,unemployed,married,primary
1845,58,retired,divorced,primary
1846,39,services,married,unknown
1847,30,services,married,secondary
1848,29,technician,single,tertiary
1849,38,technician,married,secondary
1850,29,management,married,tertiary
1851,28,blue-collar,single,secondary
1852,41,blue-collar,single,secondary
1853,43,blue-collar,married,primary
1854,43,blue-collar,single,primary
1855,37,technician,married,secondary
1856,46,blue-collar,divorced,primary
1857,53,blue-collar,married,secondary
1858,28,blue-collar,single,secondary
1859,41,admin.,married,secondary
1860,36,blue-collar,married,secondary
1861,37,technician,married,tertiary
1862,38,blue-collar,married,secondary
1863,32,technician,married,secondary
1864,33,blue-collar,divorced,primary
1865,28,technician,single,secondary
1866,52,blue-collar,divorced,primary
1867,30,blue-collar,single,secondary
1868,37,blue-collar,married,secondary
1869,27,technician,single,secondary
1870,31,services,married,secondary
1871,47,management,divorced,tertiary
1872,33,blue-collar,single,secondary
1873,46,blue-collar,married,primary
1874,38,blue-collar,married,secondary
1875,33,blue-collar,single,primary
1876,44,blue-collar,married,primary
1877,35,management,married,tertiary
1878,38,blue-collar,married,secondary
1879,56,blue-collar,married,primary
1880,33,technician,single,secondary
1881,45,services,married,primary
1882,30,services,married,primary
1883,34,admin.,married,secondary
1884,32,blue-collar,married,secondary
1885,32,blue-collar,single,secondary
1886,27,admin.,married,secondary
1887,48,unemployed,married,secondary
1888,54,blue-collar,married,primary
1889,29,technician,single,tertiary
1890,37,blue-collar,divorced,secondary
1891,26,entrepreneur,married,tertiary
1892,43,management,married,secondary
1893,31,blue-collar,married,secondary
1894,55,technician,married,secondary
1895,45,services,single,secondary
1896,35,technician,single,secondary
1897,57,self-employed,married,tertiary
1898,49,blue-collar,married,primary
1899,23,services,single,secondary
1900,49,housemaid,divorced,primary
1901,35,management,single,tertiary
1902,38,technician,single,tertiary
1903,39,entrepreneur,married,secondary
1904,27,self-employed,single,tertiary
1905,37,blue-collar,married,secondary
1906,57,management,married,secondary
1907,38,entrepreneur,single,tertiary
1908,26,technician,married,secondary
1909,46,entrepreneur,married,unknown
1910,44,admin.,married,secondary
1911,44,blue-collar,married,primary
1912,28,blue-collar,married,secondary
1913,37,admin.,married,secondary
1914,43,technician,single,secondary
1915,25,admin.,single,secondary
1916,34,blue-collar,single,primary
1917,39,blue-collar,married,primary
1918,35,management,single,secondary
1919,32,services,married,secondary
1920,31,services,married,secondary
1921,42,blue-collar,married,primary
1922,31,blue-collar,single,secondary
1923,30,technician,single,tertiary
1924,29,admin.,single,secondary
1925,29,admin.,single,secondary
1926,36,blue-collar,married,secondary
1927,41,services,married,secondary
1928,37,blue-collar,single,secondary
1929,32,management,single,tertiary
1930,39,entrepreneur,married,tertiary
1931,31,management,single,tertiary
1932,33,blue-collar,single,secondary
1933,30,technician,single,tertiary
1934,24,student,single,secondary
1935,55,blue-collar,married,secondary
1936,27,services,single,secondary
1937,47,management,divorced,tertiary
1938,29,blue-collar,married,primary
1939,56,management,married,secondary
1940,31,management,single,tertiary
1941,46,blue-collar,married,primary
1942,47,technician,single,unknown
1943,29,student,single,secondary
1944,35,admin.,divorced,tertiary
1945,31,services,single,secondary
1946,29,admin.,single,secondary
1947,48,admin.,divorced,unknown
1948,59,blue-collar,married,secondary
1949,44,management,married,tertiary
1950,30,admin.,single,tertiary
1951,50,blue-collar,married,primary
1952,25,admin.,married,secondary
1953,32,blue-collar,married,secondary
1954,49,blue-collar,married,primary
1955,38,admin.,married,secondary
1956,29,blue-collar,single,secondary
1957,51,management,married,tertiary
1958,29,blue-collar,single,secondary
1959,32,admin.,divorced,secondary
1960,43,unemployed,married,primary
1961,34,blue-collar,married,secondary
1962,37,blue-collar,married,primary
1963,29,admin.,single,secondary
1964,39,services,single,secondary
1965,34,blue-collar,married,secondary
1966,28,technician,married,secondary
1967,37,blue-collar,married,primary
1968,29,blue-collar,married,secondary
1969,25,admin.,single,secondary
1970,33,blue-collar,married,primary
1971,34,admin.,single,secondary
1972,50,blue-collar,divorced,primary
1973,35,blue-collar,married,secondary
1974,53,management,divorced,tertiary
1975,41,blue-collar,single,primary
1976,48,blue-collar,married,primary
1977,32,blue-collar,single,secondary
1978,38,self-employed,married,secondary
1979,57,blue-collar,married,secondary
1980,50,management,married,tertiary
1981,40,management,married,tertiary
1982,45,management,single,tertiary
1983,34,blue-collar,single,secondary
1984,32,blue-collar,married,primary
1985,28,admin.,single,secondary
1986,30,services,married,secondary
1987,41,management,single,tertiary
1988,36,blue-collar,married,unknown
1989,49,services,divorced,secondary
1990,32,self-employed,married,tertiary
1991,53,management,married,tertiary
1992,44,unemployed,married,secondary
1993,34,entrepreneur,divorced,tertiary
1994,56,admin.,divorced,secondary
1995,27,technician,single,secondary
1996,32,blue-collar,married,secondary
1997,43,blue-collar,single,primary
1998,34,admin.,divorced,primary
1999,35,self-employed,married,secondary
2000,28,admin.,married,secondary
2001,52,management,married,primary
2002,36,blue-collar,married,primary
2003,35,management,single,tertiary
2004,30,admin.,married,secondary
2005,23,management,single,unknown
2006,37,entrepreneur,divorced,secondary
2007,29,services,single,secondary
2008,28,self-employed,single,secondary
2009,56,services,divorced,tertiary
2010,27,admin.,married,secondary
2011,33,blue-collar,single,primary
2012,53,blue-collar,married,primary
2013,47,blue-collar,married,secondary
2014,50,services,married,secondary
2015,31,admin.,single,secondary
2016,31,blue-collar,married,secondary
2017,37,management,married,tertiary
2018,37,management,single,tertiary
2019,48,unemployed,married,primary
2020,31,management,single,tertiary
2021,34,technician,married,secondary
2022,32,blue-collar,single,primary
2023,54,management,married,tertiary
2024,31,management,single,tertiary
2025,55,services,married,secondary
2026,27,blue-collar,married,secondary
2027,36,blue-collar,married,secondary
2028,33,technician,married,secondary
2029,43,blue-collar,married,primary
2030,42,blue-collar,married,secondary
2031,48,blue-collar,married,primary
2032,41,admin.,single,secondary
2033,36,technician,married,secondary
2034,32,services,single,secondary
2035,58,management,single,unknown
2036,40,services,married,secondary
2037,31,management,married,tertiary
2038,42,blue-collar,married,primary
2039,34,blue-collar,divorced,secondary
2040,34,technician,married,secondary
2041,35,technician,married,unknown
2042,57,management,divorced,secondary
2043,28,blue-collar,married,primary
2044,50,technician,married,secondary
2045,46,self-employed,married,tertiary
2046,28,blue-collar,married,secondary
2047,57,unknown,married,unknown
2048,49,admin.,married,secondary
2049,56,management,single,tertiary
2050,56,blue-collar,married,secondary
2051,49,management,divorced,tertiary
2052,50,management,married,tertiary
2053,47,admin.,single,secondary
2054,45,blue-collar,married,primary
2055,44,unemployed,married,secondary
2056,51,blue-collar,married,tertiary
2057,34,blue-collar,married,secondary
2058,25,management,married,tertiary
2059,30,blue-collar,married,primary
2060,39,unemployed,divorced,secondary
2061,25,student,married,tertiary
2062,34,admin.,divorced,secondary
2063,25,blue-collar,single,secondary
2064,33,blue-collar,married,secondary
2065,44,services,divorced,secondary
2066,55,retired,married,secondary
2067,54,admin.,married,secondary
2068,43,unemployed,married,secondary
2069,35,blue-collar,married,secondary
2070,27,services,single,secondary
2071,42,blue-collar,married,primary
2072,40,technician,married,secondary
2073,31,blue-collar,married,primary
2074,29,technician,married,tertiary
2075,49,technician,married,secondary
2076,59,retired,divorced,primary
2077,37,management,married,tertiary
2078,60,blue-collar,married,unknown
2079,25,technician,single,secondary
2080,28,admin.,married,secondary
2081,40,services,single,secondary
2082,43,technician,single,tertiary
2083,51,blue-collar,married,primary
2084,28,admin.,single,secondary
2085,54,management,married,primary
2086,37,blue-collar,married,secondary
2087,35,self-employed,married,tertiary
2088,26,management,divorced,tertiary
2089,55,services,single,secondary
2090,57,unemployed,married,secondary
2091,39,blue-collar,divorced,secondary
2092,36,services,married,tertiary
2093,35,management,single,tertiary
2094,33,blue-collar,married,primary
2095,40,services,single,secondary
2096,31,technician,married,secondary
2097,32,management,single,tertiary
2098,27,management,single,tertiary
2099,31,services,single,secondary
2100,28,blue-collar,single,secondary
2101,33,blue-collar,divorced,secondary
2102,31,blue-collar,single,secondary
2103,25,services,married,secondary
2104,29,technician,married,secondary
2105,47,blue-collar,married,primary
2106,59,blue-collar,divorced,primary
2107,35,management,single,tertiary
2108,33,blue-collar,married,primary
2109,31,management,single,tertiary
2110,42,management,single,tertiary
2111,26,technician,single,secondary
2112,34,blue-collar,single,secondary
2113,31,admin.,married,secondary
2114,30,blue-collar,single,unknown
2115,54,admin.,married,unknown
2116,52,blue-collar,single,primary
2117,40,blue-collar,divorced,primary
2118,56,blue-collar,divorced,secondary
2119,25,student,single,tertiary
2120,60,retired,married,secondary
2121,43,blue-collar,married,primary
2122,32,entrepreneur,married,unknown
2123,48,blue-collar,divorced,secondary
2124,43,self-employed,single,secondary
2125,37,technician,married,secondary
2126,52,services,divorced,primary
2127,25,services,single,secondary
2128,31,entrepreneur,single,tertiary
2129,35,blue-collar,married,secondary
2130,27,admin.,single,secondary
2131,41,self-employed,married,secondary
2132,34,technician,single,secondary
2133,55,technician,married,secondary
2134,26,blue-collar,married,secondary
2135,36,blue-collar,married,primary
2136,45,admin.,married,secondary
2137,27,technician,married,secondary
2138,31,admin.,married,secondary
2139,29,admin.,divorced,secondary
2140,26,blue-collar,single,secondary
2141,46,services,married,secondary
2142,32,entrepreneur,married,tertiary
2143,25,admin.,single,tertiary
2144,54,retired,married,primary
2145,31,technician,married,secondary
2146,33,admin.,single,secondary
2147,28,technician,single,tertiary
2148,39,admin.,single,secondary
2149,37,technician,married,secondary
2150,36,blue-collar,married,primary
2151,56,admin.,divorced,primary
2152,59,retired,married,secondary
2153,30,services,single,secondary
2154,59,technician,married,secondary
2155,27,blue-collar,single,secondary
2156,29,entrepreneur,single,tertiary
2157,48,services,married,secondary
2158,44,blue-collar,married,secondary
2159,33,management,single,tertiary
2160,39,blue-collar,single,primary
2161,46,blue-collar,married,primary
2162,28,admin.,married,secondary
2163,31,blue-collar,married,secondary
2164,40,services,single,secondary
2165,37,blue-collar,single,secondary
2166,29,blue-collar,married,secondary
2167,29,blue-collar,married,secondary
2168,24,blue-collar,married,secondary
2169,32,admin.,single,secondary
2170,26,admin.,single,secondary
2171,47,entrepreneur,married,unknown
2172,26,blue-collar,single,secondary
2173,28,blue-collar,single,secondary
2174,58,blue-collar,married,secondary
2175,35,management,single,tertiary
2176,29,services,single,secondary
2177,56,blue-collar,married,primary
2178,43,blue-collar,married,primary
2179,45,blue-collar,married,secondary
2180,31,admin.,single,secondary
2181,34,blue-collar,married,secondary
2182,32,management,married,primary
2183,33,technician,single,secondary
2184,28,technician,single,secondary
2185,43,admin.,single,secondary
2186,49,services,single,secondary
2187,27,services,single,secondary
2188,30,services,single,secondary
2189,32,blue-collar,married,primary
2190,37,services,divorced,secondary
2191,31,technician,single,secondary
2192,56,retired,married,primary
2193,26,technician,married,tertiary
2194,43,blue-collar,married,secondary
2195,48,technician,divorced,secondary
2196,31,blue-collar,single,primary
2197,36,services,single,secondary
2198,24,blue-collar,married,secondary
2199,29,unemployed,married,secondary
2200,23,admin.,single,secondary
2201,54,entrepreneur,divorced,secondary
2202,24,blue-collar,single,secondary
2203,25,technician,single,secondary
2204,36,technician,single,secondary
2205,40,management,single,unknown
2206,29,admin.,single,secondary
2207,29,admin.,married,primary
2208,48,blue-collar,single,primary
2209,23,admin.,single,secondary
2210,37,admin.,single,secondary
2211,31,blue-collar,married,primary
2212,29,services,divorced,secondary
2213,56,admin.,married,secondary
2214,28,services,single,secondary
2215,44,blue-collar,married,secondary
2216,48,blue-collar,married,secondary
2217,30,blue-collar,married,secondary
2218,32,unemployed,married,primary
2219,41,blue-collar,married,primary
2220,30,management,divorced,secondary
2221,37,blue-collar,married,secondary
2222,30,blue-collar,single,secondary
2223,28,technician,single,secondary
2224,33,technician,single,secondary
2225,41,blue-collar,married,unknown
2226,42,management,married,secondary
2227,50,admin.,single,secondary
2228,23,student,single,tertiary
2229,38,services,married,secondary
2230,31,blue-collar,divorced,secondary
2231,35,admin.,single,secondary
2232,52,admin.,divorced,secondary
2233,36,blue-collar,married,secondary
2234,28,blue-collar,single,secondary
2235,27,management,single,tertiary
2236,24,student,single,tertiary
2237,45,management,single,tertiary
2238,39,technician,married,secondary
2239,38,blue-collar,single,secondary
2240,24,blue-collar,married,secondary
2241,35,management,divorced,tertiary
2242,32,admin.,divorced,secondary
2243,48,housemaid,divorced,primary
2244,36,entrepreneur,married,primary
2245,46,blue-collar,married,primary
2246,28,technician,single,secondary
2247,50,admin.,married,secondary
2248,44,blue-collar,married,secondary
2249,38,management,married,tertiary
2250,33,self-employed,married,primary
2251,57,management,single,tertiary
2252,40,technician,married,secondary
2253,42,management,married,primary
2254,32,services,married,secondary
2255,55,blue-collar,married,primary
2256,25,blue-collar,married,secondary
2257,42,management,divorced,tertiary
2258,23,admin.,single,secondary
2259,31,blue-collar,married,secondary
2260,21,student,single,unknown
2261,34,admin.,married,secondary
2262,46,entrepreneur,married,tertiary
2263,55,blue-collar,married,primary
2264,33,entrepreneur,single,secondary
2265,47,self-employed,divorced,secondary
2266,33,management,single,tertiary
2267,40,management,single,tertiary
2268,32,management,single,tertiary
2269,48,technician,divorced,secondary
2270,32,admin.,single,secondary
2271,26,blue-collar,single,secondary
2272,38,blue-collar,married,secondary
2273,46,services,married,secondary
2274,49,blue-collar,married,secondary
2275,33,management,single,tertiary
2276,45,blue-collar,married,secondary
2277,32,management,married,tertiary
2278,39,blue-collar,married,secondary
2279,53,blue-collar,married,primary
2280,28,unemployed,single,secondary
2281,31,admin.,married,secondary
2282,34,entrepreneur,single,tertiary
2283,40,blue-collar,married,primary
2284,29,blue-collar,single,secondary
2285,34,admin.,single,secondary
2286,38,management,married,tertiary
2287,31,services,married,secondary
2288,32,technician,divorced,secondary
2289,31,services,married,secondary
2290,53,blue-collar,single,unknown
2291,38,blue-collar,single,unknown
2292,57,blue-collar,married,primary
2293,58,entrepreneur,married,tertiary
2294,50,blue-collar,married,primary
2295,36,blue-collar,single,secondary
2296,46,blue-collar,married,primary
2297,39,admin.,single,secondary
2298,31,admin.,single,secondary
2299,44,management,single,tertiary
2300,53,admin.,married,secondary
2301,35,technician,married,tertiary
2302,40,blue-collar,married,secondary
2303,30,technician,single,secondary
2304,33,blue-collar,divorced,secondary
2305,39,blue-collar,married,secondary
2306,25,admin.,single,secondary
2307,35,blue-collar,married,primary
2308,43,blue-collar,married,primary
2309,41,entrepreneur,married,tertiary
2310,55,blue-collar,married,primary
2311,49,technician,divorced,secondary
2312,30,self-employed,married,tertiary
2313,37,blue-collar,single,secondary
2314,46,unemployed,divorced,secondary
2315,36,blue-collar,married,secondary
2316,45,services,single,secondary
2317,48,blue-collar,married,primary
2318,22,housemaid,single,secondary
2319,46,admin.,married,secondary
2320,39,blue-collar,married,secondary
2321,56,admin.,married,secondary
2322,35,management,divorced,tertiary
2323,45,blue-collar,married,primary
2324,28,technician,married,secondary
2325,32,admin.,single,tertiary
2326,52,services,married,tertiary
2327,26,admin.,divorced,secondary
2328,22,blue-collar,single,primary
2329,35,blue-collar,married,primary
2330,44,technician,single,tertiary
2331,31,blue-collar,married,secondary
2332,28,blue-collar,married,secondary
2333,23,technician,single,secondary
2334,26,technician,single,secondary
2335,31,admin.,single,secondary
2336,27,admin.,single,secondary
2337,34,services,single,secondary
2338,25,blue-collar,single,primary
2339,25,blue-collar,single,secondary
2340,22,services,single,secondary
2341,37,blue-collar,divorced,secondary
2342,26,entrepreneur,single,secondary
2343,32,blue-collar,married,secondary
2344,26,technician,single,secondary
2345,27,blue-collar,single,secondary
2346,22,services,married,secondary
2347,32,technician,married,secondary
2348,33,management,divorced,secondary
2349,34,admin.,married,secondary
2350,31,blue-collar,married,secondary
2351,28,technician,single,secondary
2352,37,blue-collar,married,secondary
2353,45,blue-collar,married,primary
2354,31,management,married,tertiary
2355,48,entrepreneur,married,secondary
2356,24,admin.,single,secondary
2357,24,technician,single,secondary
2358,45,services,married,secondary
2359,26,services,married,secondary
2360,24,technician,single,secondary
2361,29,blue-collar,married,secondary
2362,34,blue-collar,single,primary
2363,30,technician,single,tertiary
2364,21,student,single,secondary
2365,42,blue-collar,married,secondary
2366,32,unemployed,married,secondary
2367,40,services,married,secondary
2368,33,management,single,tertiary
2369,32,technician,married,primary
2370,25,admin.,single,secondary
2371,41,blue-collar,married,secondary
2372,37,admin.,married,secondary
2373,29,blue-collar,married,primary
2374,29,technician,single,secondary
2375,46,services,divorced,primary
2376,32,management,single,tertiary
2377,30,admin.,single,secondary
2378,38,management,married,tertiary
2379,22,services,single,secondary
2380,22,management,single,secondary
2381,32,services,single,secondary
2382,36,blue-collar,married,secondary
2383,30,technician,single,secondary
2384,26,blue-collar,single,secondary
2385,41,blue-collar,divorced,primary
2386,42,unemployed,married,secondary
2387,45,blue-collar,married,secondary
2388,24,services,single,secondary
2389,54,retired,divorced,tertiary
2390,33,blue-collar,single,unknown
2391,28,blue-collar,married,primary
2392,36,admin.,married,secondary
2393,34,blue-collar,single,primary
2394,28,admin.,single,secondary
2395,31,technician,single,tertiary
2396,53,services,married,secondary
2397,20,blue-collar,single,secondary
2398,47,retired,married,primary
2399,33,blue-collar,married,primary
2400,24,blue-collar,single,secondary
2401,23,admin.,single,secondary
2402,27,blue-collar,single,secondary
2403,23,admin.,single,secondary
2404,30,blue-collar,married,secondary
2405,34,blue-collar,divorced,secondary
2406,55,blue-collar,divorced,primary
2407,57,management,married,primary
2408,59,retired,divorced,unknown
2409,20,services,single,secondary
2410,30,services,married,secondary
2411,41,admin.,married,secondary
2412,37,services,single,secondary
2413,31,admin.,divorced,secondary
2414,39,management,single,tertiary
2415,28,blue-collar,married,secondary
2416,44,blue-collar,married,primary
2417,31,technician,married,secondary
2418,28,blue-collar,married,unknown
2419,51,technician,married,unknown
2420,34,management,married,tertiary
2421,24,technician,single,tertiary
2422,29,self-employed,single,tertiary
2423,50,management,married,primary
2424,21,blue-collar,single,secondary
2425,29,blue-collar,single,secondary
2426,26,blue-collar,single,secondary
2427,26,admin.,single,secondary
2428,21,blue-collar,single,secondary
2429,23,blue-collar,single,primary
2430,25,services,single,secondary
2431,40,blue-collar,married,primary
2432,39,admin.,divorced,secondary
2433,25,blue-collar,single,secondary
2434,26,technician,married,tertiary
2435,57,technician,married,secondary
2436,61,retired,married,primary
2437,34,blue-collar,married,secondary
2438,47,unemployed,married,secondary
2439,31,self-employed,married,secondary
2440,45,blue-collar,married,secondary
2441,33,technician,single,tertiary
2442,27,technician,married,secondary
2443,41,unemployed,married,primary
2444,58,technician,married,secondary
2445,45,management,married,tertiary
2446,49,self-employed,married,tertiary
2447,42,blue-collar,married,secondary
2448,52,blue-collar,married,secondary
2449,52,services,married,secondary
2450,49,retired,married,primary
2451,59,retired,married,secondary
2452,54,management,married,primary
2453,46,blue-collar,married,secondary
2454,44,management,married,tertiary
2455,26,services,married,secondary
2456,46,blue-collar,married,secondary
2457,59,retired,married,primary
